Store,smartIntent,message,starRating,Month of Fiscal Month,Blank
BP #52000 Seabrook,Store Experience | Long Wait Time,"Today we asked Brian to help us activate a new cell phone which had been ordered from the Seabrook store, and delivered to our house. Brian skillfully navigated the process, which was occasionally bumpy. His demeanor was pleasant and patient. At one point while we were waiting for something to finish loading, he noticed that our Xfinity cell phone plan was costing us more money than what we could be paying, while getting the same service. He just said, ""I can save you some money on your plan,"" and took all the steps necessary to make that switch. Thank you, Brian, for taking an interest and the time to make that change for us. Five stars for your service :)  .",5,25-Mar,52000
BP #52001 Dover,Store Experience | Long Wait Time,Took me 1.5 hours for my call to drop.,1,25-Mar,52001
BP #52001 Dover,Store Experience | Staff | Behaviour Issues,"If I could give this store (and xfinity) a negative number it would be a -10!
Xfinity quoted me a price when I first signed up. I get charged more every.single.month.
Now the store...I had to trade out the Gateway modem. The new one wasn't working and God know I couldn't talk to a support person. The xfinity assistant messed everything up. I went back to the store and the foreign worker just laughed at me. He was so useless. I asked what he thought was so funny. Didn't answer me. He was rude and kept asking me if I had plugged it in! I may be old but I'm not stupid. That person should be FIRED. As soon as I can switch cable providers I will be doing so. I would never recommend Xfinity to anyone",1,25-Mar,52001
BP #52003 East Boston,Store Experience | Long Wait Time,"I got a new cable box on Saturday 01/05/25 and now my two other cable boxes will not work.  6 hours dealing with trouble shooting to be told they can send someone out on Tuesday.

I am now waiting at 366A Broadway, Saugus, MA for the location to open.  It is now 11:45 am.  It is posted- Sunday 10:00 am to 6:00 pm

I have been sitting here for over 1 1/2 hours with no way to speak to anyone.

Customer service is terrible.  Paying over $315.00 a month is so disgusting 🤯",1,25-Jan,52003
BP #52003 East Boston,Store Experience | Not Recommended,"The workers were very nice (as most are) but the experience ended up being dreadful. I purchased a new phone and was told claims of my monthly bill being lowered which were not fulfilled. Attempting to trade in my device was denied because of minor cracks on the BACK of the phone, as speaking to xfinity support ended with them saying it is 100% able to be traded in. Would highly recommend avoiding this store and if not just ordering online, going to a different location.",1,25-Mar,52003
BP #52003 East Boston,Store Experience | Staff | Behaviour Issues,,1,24-Mar,52003
BP #52003 East Boston,Store Experience | Staff | Dissatisfaction,,1,24-Mar,52003
BP #52004 Weymouth,Store Experience | Customer Dissatisfaction,Went to this location NO ONE WANTED TO TAKE MY PAYMENT!!! Myself and others were sent to other locations to pay my bill was treated like we don't matter PLEASE RETRAIN YOUR STAFF💋,1,25-Jan,52004
BP #52004 Weymouth,Store Experience | Long Wait Time,,1,24-Mar,52004
BP #52004 Weymouth,Store Experience | Staff | Appreciation,,5,24-Mar,52004
BP #52004 Weymouth,Store Experience | Staff | Appreciation,,5,24-Feb,52004
BP #52004 Weymouth,Store Experience | Staff | Dissatisfaction,,5,24-Feb,52004
BP #52004 Weymouth,Store Experience | Staff | Dissatisfaction,"The worst, walk in there and no one even cares. Crap, shut it down",1,25-Mar,52004
BP #52005 Waldorf,Store Experience | Long Wait Time,Took 1 hour to return cable boxes. Damn shame. You used to be able to drop the boxes off. Comcast obviously wants you to wait in queue to return equipment to upsell you.,1,25-Mar,52005
BP #52005 Waldorf,Store Experience | Long Wait Time,"You need to monitor your driver's better, the driver in pickup truck 160722 is two concentrated on driving fast then to be driving safe. Came off of the tappahannock bridge and he's bouncing in and out of cars not caring about almost hitting my truck.

This will not be my last review.",1,25-Mar,52005
BP #52006 Roxbury,Store Experience | Staff | Appreciation,Isaiah and the team offered me great customer service this past Monday when I went to pick up my new equipment. I was having a rough day due to my move not going as I planned and the great personalities of the team lifted my spirits.,5,25-Mar,52006
BP #52006 Roxbury,Store Experience | Staff | Behaviour Issues,,1,24-Mar,52006
BP #52006 Roxbury,Store Experience | Staff | Dissatisfaction,"Absolutely horrible customer service , the workers are very young and inexperience can not help you with anything but want to sell everything in the store",1,25-Feb,52006
BP #52007 Harrisonburg,Store Experience | Long Wait Time,I needed to drop equipment to this store.  I walked in and 2 people were waiting and 2 employees were with guests.  First time here and did not know what protocol was.  The guest waiting started talking about me as she thought I was jumping the line.  Still the employees never said a word.  I finally said I was dropping off equipment and she said you have to wait in line or go to UPS.  Over to UPS I go and will NEVER go back into this store again.,1,25-Mar,52007
